Rank,Priority,prop_screened,prop_found
80,High,0.09291521486643438,0.23371647509578544
81,High,0.09407665505226481,0.23754789272030652
82,High,0.09523809523809523,0.23754789272030652
83,High,0.09639953542392567,0.23754789272030652
84,High,0.0975609756097561,0.2413793103448276
85,High,0.09872241579558652,0.2413793103448276
86,High,0.09988385598141696,0.24521072796934865
87,High,0.10104529616724739,0.24904214559386972
88,High,0.10220673635307782,0.25287356321839083
89,High,0.10336817653890824,0.2567049808429119
90,Very high,0.10452961672473868,0.2567049808429119
91,High,0.10569105691056911,0.26053639846743293
92,High,0.10685249709639953,0.26053639846743293
93,Very high,0.10801393728222997,0.26436781609195403
94,High,0.1091753774680604,0.26436781609195403
95,High,0.11033681765389082,0.2681992337164751
96,High,0.11149825783972125,0.2720306513409962
97,High,0.11265969802555169,0.2720306513409962
98,High,0.11382113821138211,0.27586206896551724
99,High,0.11498257839721254,0.2796934865900383
100,High,0.11614401858304298,0.2835249042145594
101,High,0.1173054587688734,0.28735632183908044
102,Very high,0.11846689895470383,0.29118773946360155
103,High,0.11962833914053426,0.2950191570881226
104,High,0.1207897793263647,0.2988505747126437
105,High,0.12195121951219512,0.2988505747126437
106,High,0.12311265969802555,0.30268199233716475
107,High,0.12427409988385599,0.3065134099616858
108,Very high,0.1254355400696864,0.3065134099616858
109,High,0.12659698025551683,0.3103448275862069
110,High,0.12775842044134728,0.31417624521072796
111,High,0.1289198606271777,0.31800766283524906
112,High,0.13008130081300814,0.31800766283524906
113,High,0.13124274099883856,0.3218390804597701
114,High,0.13240418118466898,0.3218390804597701
115,High,0.13356562137049943,0.3218390804597701
116,High,0.13472706155632985,0.32567049808429116
117,High,0.13588850174216027,0.32567049808429116
118,High,0.13704994192799072,0.32567049808429116
119,High,0.13821138211382114,0.32567049808429116
120,High,0.13937282229965156,0.32567049808429116
121,High,0.140534262485482,0.32567049808429116
122,High,0.14169570267131243,0.32950191570881227
123,High,0.14285714285714285,0.3333333333333333
124,High,0.1440185830429733,0.3371647509578544
125,High,0.14518002322880372,0.3371647509578544
126,High,0.14634146341463414,0.3371647509578544
127,High,0.14750290360046459,0.3371647509578544
128,High,0.148664343786295,0.3371647509578544
129,High,0.14982578397212543,0.34099616858237547
130,High,0.15098722415795587,0.3448275862068966
131,High,0.1521486643437863,0.3486590038314176
132,High,0.15331010452961671,0.3524904214559387
133,High,0.15447154471544716,0.3563218390804598
134,High,0.15563298490127758,0.3563218390804598
135,High,0.156794425087108,0.36015325670498083
136,High,0.15795586527293845,0.36398467432950193
137,High,0.15911730545876887,0.367816091954023
138,High,0.1602787456445993,0.3716475095785441
