Rank,prop_screened,prop_found
1,0.0011614401858304297,0
2,0.0023228803716608595,0
3,0.003484320557491289,0
4,0.004645760743321719,0
5,0.005807200929152149,0.0038314176245210726
6,0.006968641114982578,0.0038314176245210726
7,0.008130081300813009,0.0038314176245210726
8,0.009291521486643438,0.0038314176245210726
9,0.010452961672473868,0.0038314176245210726
10,0.011614401858304297,0.0038314176245210726
11,0.012775842044134728,0.0038314176245210726
12,0.013937282229965157,0.0038314176245210726
13,0.015098722415795587,0.0038314176245210726
14,0.016260162601626018,0.0038314176245210726
15,0.017421602787456445,0.007662835249042145
16,0.018583042973286876,0.007662835249042145
17,0.019744483159117306,0.011494252873563218
18,0.020905923344947737,0.01532567049808429
19,0.022067363530778164,0.01532567049808429
20,0.023228803716608595,0.01532567049808429
21,0.024390243902439025,0.019157088122605363
22,0.025551684088269456,0.019157088122605363
23,0.026713124274099883,0.019157088122605363
24,0.027874564459930314,0.022988505747126436
25,0.029036004645760744,0.022988505747126436
26,0.030197444831591175,0.02681992337164751
27,0.0313588850174216,0.03065134099616858
28,0.032520325203252036,0.034482758620689655
29,0.03368176538908246,0.034482758620689655
30,0.03484320557491289,0.034482758620689655
31,0.036004645760743324,0.034482758620689655
32,0.03716608594657375,0.038314176245210725
33,0.03832752613240418,0.038314176245210725
34,0.03948896631823461,0.0421455938697318
35,0.04065040650406504,0.0421455938697318
36,0.041811846689895474,0.0421455938697318
37,0.0429732868757259,0.04597701149425287
38,0.04413472706155633,0.04980842911877394
39,0.04529616724738676,0.04980842911877394
40,0.04645760743321719,0.05363984674329502
41,0.047619047619047616,0.05747126436781609
42,0.04878048780487805,0.05747126436781609
43,0.04994192799070848,0.05747126436781609
44,0.05110336817653891,0.05747126436781609
45,0.05226480836236934,0.06130268199233716
46,0.053426248548199766,0.06513409961685823
47,0.0545876887340302,0.06513409961685823
48,0.05574912891986063,0.06513409961685823
49,0.056910569105691054,0.06513409961685823
50,0.05807200929152149,0.06896551724137931
51,0.059233449477351915,0.06896551724137931
52,0.06039488966318235,0.07279693486590039
53,0.06155632984901278,0.07662835249042145
54,0.0627177700348432,0.08045977011494253
55,0.06387921022067364,0.0842911877394636
56,0.06504065040650407,0.08812260536398467
57,0.06620209059233449,0.09195402298850575
58,0.06736353077816493,0.09578544061302682
59,0.06852497096399536,0.09578544061302682
60,0.06968641114982578,0.09578544061302682
61,0.07084785133565621,0.09961685823754789
62,0.07200929152148665,0.09961685823754789
63,0.07317073170731707,0.10344827586206896
64,0.0743321718931475,0.10727969348659004
65,0.07549361207897794,0.10727969348659004
66,0.07665505226480836,0.1111111111111111
67,0.07781649245063879,0.11494252873563218
68,0.07897793263646923,0.11877394636015326
69,0.08013937282229965,0.11877394636015326
70,0.08130081300813008,0.12260536398467432
71,0.08246225319396051,0.12260536398467432
72,0.08362369337979095,0.12643678160919541
73,0.08478513356562137,0.13026819923371646
74,0.0859465737514518,0.13409961685823754
75,0.08710801393728224,0.13409961685823754
76,0.08826945412311266,0.13793103448275862
77,0.08943089430894309,0.13793103448275862
78,0.09059233449477352,0.1417624521072797
79,0.09175377468060394,0.14559386973180077
80,0.09291521486643438,0.14942528735632185
81,0.09407665505226481,0.1532567049808429
82,0.09523809523809523,0.1532567049808429
83,0.09639953542392567,0.15708812260536398
84,0.0975609756097561,0.16091954022988506
85,0.09872241579558652,0.16475095785440613
86,0.09988385598141696,0.1685823754789272
87,0.10104529616724739,0.1685823754789272
88,0.10220673635307782,0.1724137931034483
89,0.10336817653890824,0.17624521072796934
90,0.10452961672473868,0.18007662835249041
91,0.10569105691056911,0.18007662835249041
92,0.10685249709639953,0.1839080459770115
93,0.10801393728222997,0.18773946360153257
94,0.1091753774680604,0.19157088122605365
95,0.11033681765389082,0.19540229885057472
96,0.11149825783972125,0.19923371647509577
97,0.11265969802555169,0.20306513409961685
98,0.11382113821138211,0.20689655172413793
99,0.11498257839721254,0.20689655172413793
100,0.11614401858304298,0.210727969348659
101,0.1173054587688734,0.21455938697318008
102,0.11846689895470383,0.21839080459770116
103,0.11962833914053426,0.21839080459770116
104,0.1207897793263647,0.2222222222222222
105,0.12195121951219512,0.2222222222222222
106,0.12311265969802555,0.2260536398467433
107,0.12427409988385599,0.2260536398467433
108,0.1254355400696864,0.22988505747126436
109,0.12659698025551683,0.22988505747126436
110,0.12775842044134728,0.22988505747126436
111,0.1289198606271777,0.23371647509578544
112,0.13008130081300814,0.23371647509578544
113,0.13124274099883856,0.23754789272030652
114,0.13240418118466898,0.23754789272030652
115,0.13356562137049943,0.2413793103448276
116,0.13472706155632985,0.24521072796934865
117,0.13588850174216027,0.24521072796934865
118,0.13704994192799072,0.24904214559386972
119,0.13821138211382114,0.25287356321839083
120,0.13937282229965156,0.2567049808429119
121,0.140534262485482,0.2567049808429119
122,0.14169570267131243,0.2567049808429119
123,0.14285714285714285,0.2567049808429119
124,0.1440185830429733,0.26053639846743293
125,0.14518002322880372,0.26053639846743293
126,0.14634146341463414,0.26053639846743293
127,0.14750290360046459,0.26053639846743293
128,0.148664343786295,0.26053639846743293
129,0.14982578397212543,0.26436781609195403
130,0.15098722415795587,0.26436781609195403
131,0.1521486643437863,0.26436781609195403
132,0.15331010452961671,0.2681992337164751
133,0.15447154471544716,0.2681992337164751
134,0.15563298490127758,0.2720306513409962
135,0.156794425087108,0.2720306513409962
136,0.15795586527293845,0.2720306513409962
137,0.15911730545876887,0.27586206896551724
138,0.1602787456445993,0.27586206896551724
139,0.16144018583042974,0.27586206896551724
140,0.16260162601626016,0.27586206896551724
141,0.16376306620209058,0.27586206896551724
142,0.16492450638792103,0.2796934865900383
143,0.16608594657375145,0.2796934865900383
144,0.1672473867595819,0.2796934865900383
145,0.16840882694541232,0.2796934865900383
146,0.16957026713124274,0.2796934865900383
147,0.17073170731707318,0.2835249042145594
148,0.1718931475029036,0.28735632183908044
149,0.17305458768873402,0.29118773946360155
150,0.17421602787456447,0.29118773946360155
151,0.1753774680603949,0.29118773946360155
152,0.1765389082462253,0.29118773946360155
153,0.17770034843205576,0.29118773946360155
154,0.17886178861788618,0.2950191570881226
155,0.1800232288037166,0.2950191570881226
156,0.18118466898954705,0.2950191570881226
157,0.18234610917537747,0.2950191570881226
158,0.1835075493612079,0.2950191570881226
159,0.18466898954703834,0.2950191570881226
160,0.18583042973286876,0.2950191570881226
161,0.18699186991869918,0.2988505747126437
162,0.18815331010452963,0.30268199233716475
163,0.18931475029036005,0.30268199233716475
164,0.19047619047619047,0.30268199233716475
165,0.1916376306620209,0.3065134099616858
166,0.19279907084785133,0.3065134099616858
167,0.19396051103368175,0.3065134099616858
168,0.1951219512195122,0.3065134099616858
169,0.19628339140534262,0.3065134099616858
170,0.19744483159117304,0.3065134099616858
171,0.1986062717770035,0.3065134099616858
172,0.1997677119628339,0.3103448275862069
173,0.20092915214866433,0.31417624521072796
174,0.20209059233449478,0.31417624521072796
175,0.2032520325203252,0.31800766283524906
176,0.20441347270615565,0.31800766283524906
177,0.20557491289198607,0.31800766283524906
178,0.2067363530778165,0.31800766283524906
179,0.20789779326364694,0.31800766283524906
180,0.20905923344947736,0.31800766283524906
181,0.21022067363530778,0.31800766283524906
182,0.21138211382113822,0.31800766283524906
183,0.21254355400696864,0.31800766283524906
184,0.21370499419279906,0.3218390804597701
185,0.2148664343786295,0.32567049808429116
186,0.21602787456445993,0.32950191570881227
187,0.21718931475029035,0.32950191570881227
188,0.2183507549361208,0.32950191570881227
189,0.21951219512195122,0.3333333333333333
190,0.22067363530778164,0.3333333333333333
191,0.2218350754936121,0.3333333333333333
192,0.2229965156794425,0.3371647509578544
193,0.22415795586527293,0.3371647509578544
194,0.22531939605110338,0.3371647509578544
195,0.2264808362369338,0.34099616858237547
196,0.22764227642276422,0.34099616858237547
197,0.22880371660859466,0.34099616858237547
198,0.22996515679442509,0.34099616858237547
199,0.2311265969802555,0.3448275862068966
200,0.23228803716608595,0.3486590038314176
201,0.23344947735191637,0.3486590038314176
202,0.2346109175377468,0.3486590038314176
203,0.23577235772357724,0.3486590038314176
204,0.23693379790940766,0.3486590038314176
205,0.23809523809523808,0.3524904214559387
206,0.23925667828106853,0.3563218390804598
207,0.24041811846689895,0.36015325670498083
208,0.2415795586527294,0.36398467432950193
209,0.24274099883855982,0.36398467432950193
210,0.24390243902439024,0.36398467432950193
211,0.2450638792102207,0.36398467432950193
212,0.2462253193960511,0.367816091954023
213,0.24738675958188153,0.367816091954023
214,0.24854819976771197,0.3716475095785441
215,0.2497096399535424,0.3716475095785441
216,0.2508710801393728,0.3716475095785441
217,0.25203252032520324,0.3716475095785441
218,0.25319396051103366,0.3716475095785441
219,0.25435540069686413,0.37547892720306514
220,0.25551684088269455,0.37547892720306514
221,0.25667828106852497,0.37547892720306514
222,0.2578397212543554,0.3793103448275862
223,0.2590011614401858,0.3793103448275862
224,0.2601626016260163,0.3831417624521073
225,0.2613240418118467,0.3831417624521073
226,0.26248548199767713,0.38697318007662834
227,0.26364692218350755,0.38697318007662834
228,0.26480836236933797,0.38697318007662834
229,0.2659698025551684,0.38697318007662834
230,0.26713124274099886,0.39080459770114945
231,0.2682926829268293,0.3946360153256705
232,0.2694541231126597,0.3946360153256705
233,0.2706155632984901,0.3946360153256705
234,0.27177700348432055,0.3946360153256705
235,0.27293844367015097,0.3946360153256705
236,0.27409988385598144,0.39846743295019155
237,0.27526132404181186,0.39846743295019155
238,0.2764227642276423,0.39846743295019155
239,0.2775842044134727,0.39846743295019155
240,0.2787456445993031,0.39846743295019155
241,0.27990708478513354,0.39846743295019155
242,0.281068524970964,0.40229885057471265
243,0.28222996515679444,0.40229885057471265
244,0.28339140534262486,0.40229885057471265
245,0.2845528455284553,0.40229885057471265
246,0.2857142857142857,0.40229885057471265
247,0.2868757259001161,0.40229885057471265
248,0.2880371660859466,0.4061302681992337
249,0.289198606271777,0.4099616858237548
250,0.29036004645760743,0.41379310344827586
251,0.29152148664343785,0.41379310344827586
252,0.2926829268292683,0.41379310344827586
253,0.2938443670150987,0.41379310344827586
254,0.29500580720092917,0.41379310344827586
255,0.2961672473867596,0.41762452107279696
256,0.29732868757259,0.41762452107279696
257,0.29849012775842043,0.41762452107279696
258,0.29965156794425085,0.41762452107279696
259,0.3008130081300813,0.41762452107279696
260,0.30197444831591175,0.41762452107279696
261,0.30313588850174217,0.41762452107279696
262,0.3042973286875726,0.41762452107279696
263,0.305458768873403,0.41762452107279696
264,0.30662020905923343,0.41762452107279696
265,0.3077816492450639,0.41762452107279696
266,0.3089430894308943,0.41762452107279696
267,0.31010452961672474,0.41762452107279696
268,0.31126596980255516,0.41762452107279696
269,0.3124274099883856,0.41762452107279696
270,0.313588850174216,0.41762452107279696
271,0.3147502903600465,0.41762452107279696
272,0.3159117305458769,0.41762452107279696
273,0.3170731707317073,0.421455938697318
274,0.31823461091753774,0.421455938697318
275,0.31939605110336816,0.421455938697318
276,0.3205574912891986,0.421455938697318
277,0.32171893147502906,0.421455938697318
278,0.3228803716608595,0.421455938697318
279,0.3240418118466899,0.421455938697318
280,0.3252032520325203,0.421455938697318
281,0.32636469221835074,0.421455938697318
282,0.32752613240418116,0.421455938697318
283,0.32868757259001163,0.421455938697318
284,0.32984901277584205,0.421455938697318
285,0.3310104529616725,0.42528735632183906
286,0.3321718931475029,0.42528735632183906
287,0.3333333333333333,0.42528735632183906
